1,2020-01-14,1837.50,2,2
2,2020-01-23,136.36,3,1
3,2020-01-26,2033.44,1,2
4,2020-01-29,555.56,4,1
5,2020-02-02,555.56,4,1
6,2020-02-02,555.56,4,1
7,2020-02-09,1837.50,2,2
8,2020-02-09,912.50,4,2
9,2020-02-11,912.50,4,2
10,2020-02-12,226.41,3,2
11,2020-02-12,555.56,4,1
12,2020-02-12,555.56,4,1
13,2020-02-13,555.56,4,1
14,2020-02-14,912.50,4,2
15,2020-02-15,750.00,2,1
16,2020-02-17,41.67,6,1
17,2020-02-20,136.36,3,1
18,2020-02-20,226.41,3,2
19,2020-02-25,41.67,6,1
20,2020-02-27,2033.44,1,2
21,2020-02-27,226.41,3,2
22,2020-02-28,166.67,5,1
23,2020-03-01,506.25,5,2
24,2020-03-01,1500.00,10,1
25,2020-03-02,226.41,3,2
26,2020-03-02,52.63,7,1
27,2020-03-04,912.50,4,2
28,2020-03-04,148.66,6,2
29,2020-03-05,3240.00,9,2
30,2020-03-06,1837.50,2,2
31,2020-03-06,555.56,4,1
32,2020-03-07,226.41,3,2
33,2020-03-07,166.67,5,1
34,2020-03-09,2033.44,1,2
35,2020-03-09,750.00,2,1
36,2020-03-09,226.41,3,2
37,2020-03-09,555.56,4,1
38,2020-03-10,912.50,4,2
39,2020-03-10,52.63,7,1
40,2020-03-10,250.00,13,1
41,2020-03-10,250.00,13,1
42,2020-03-10,45.45,14,1
43,2020-03-10,45.45,14,1
44,2020-03-11,855.00,10,2
45,2020-03-11,45.45,14,1
46,2020-03-12,2033.44,1,2
47,2020-03-12,1837.50,2,2
48,2020-03-12,136.36,3,1
49,2020-03-13,226.41,3,2
50,2020-03-13,168.95,14,2
51,2020-03-14,166.67,5,1
52,2020-03-14,41.67,6,1
53,2020-03-15,912.50,4,2
54,2020-03-16,1518.75,17,2
55,2020-03-17,148.66,6,2
56,2020-03-17,3240.00,9,2
57,2020-03-18,226.41,3,2
58,2020-03-19,1837.50,2,2
59,2020-03-19,713.51,18,2
60,2020-03-20,700.00,15,1
61,2020-03-20,2082.50,15,2
62,2020-03-20,160.00,18,1
63,2020-03-20,713.51,18,2
64,2020-03-21,750.00,2,1
65,2020-03-21,1837.50,2,2
66,2020-03-21,912.50,4,2
67,2020-03-21,189.88,11,2
68,2020-03-21,713.51,18,2
69,2020-03-23,700.00,15,1
70,2020-03-24,901.25,19,2
71,2020-03-25,500.00,17,1
72,2020-03-25,713.51,18,2
73,2020-03-25,65.00,22,2
74,2020-03-26,226.41,3,2
75,2020-03-26,525.94,7,2
76,2020-03-26,65.00,22,2
77,2020-03-27,862.50,12,2
78,2020-03-27,713.51,18,2
79,2020-03-28,148.66,6,2
80,2020-03-28,250.00,8,1
81,2020-03-28,125.00,21,1
82,2020-03-30,1518.75,17,2
83,2020-03-30,250.00,23,1
84,2020-03-31,136.36,3,1
85,2020-03-31,506.25,5,2
86,2020-03-31,1298.86,30,2
87,2020-04-01,296.88,27,2
88,2020-04-02,148.66,6,2
89,2020-04-03,148.66,6,2
90,2020-04-03,125.00,21,1
91,2020-04-04,555.56,4,1
92,2020-04-04,534.65,16,2
93,2020-04-04,901.25,19,2
94,2020-04-04,634.92,24,2
95,2020-04-04,271.88,25,2
96,2020-04-04,148.13,32,2
97,2020-04-05,148.66,6,2
98,2020-04-05,271.88,25,2
99,2020-04-06,634.92,24,2
100,2020-04-07,833.33,30,1
101,2020-04-08,1.10,16,1
102,2020-04-08,713.51,18,2
103,2020-04-08,2500.00,20,1
104,2020-04-08,500.87,26,2
105,2020-04-08,252.00,33,2
106,2020-04-09,41.67,6,1
107,2020-04-09,148.66,6,2
108,2020-04-09,160.00,18,1
109,2020-04-10,912.50,4,2
110,2020-04-10,168.95,14,2
111,2020-04-10,534.65,16,2
112,2020-04-10,65.27,23,2
113,2020-04-11,189.88,11,2
114,2020-04-11,189.88,11,2
115,2020-04-11,843.75,20,2
116,2020-04-11,2500.00,25,1
117,2020-04-11,271.88,25,2
118,2020-04-11,271.88,25,2
119,2020-04-11,750.00,28,1
120,2020-04-12,189.88,11,2
121,2020-04-12,862.50,12,2
122,2020-04-12,534.65,16,2
123,2020-04-12,713.51,18,2
124,2020-04-12,490.54,21,2
125,2020-04-12,65.00,22,2
126,2020-04-13,490.54,21,2
127,2020-04-13,750.00,28,1
128,2020-04-13,1000.00,38,1
129,2020-04-14,843.75,20,2
130,2020-04-14,634.92,24,2
131,2020-04-14,634.92,24,2
132,2020-04-14,750.00,29,1
133,2020-04-14,148.13,32,2
134,2020-04-14,312.50,36,1
135,2020-04-14,420.00,38,2
136,2020-04-15,1837.50,2,2
137,2020-04-15,148.66,6,2
138,2020-04-15,52.63,7,1
139,2020-04-15,189.88,11,2
140,2020-04-16,506.25,5,2
141,2020-04-16,52.63,7,1
142,2020-04-17,912.50,4,2
143,2020-04-17,41.67,6,1
144,2020-04-17,192.31,12,1
145,2020-04-17,901.25,19,2
146,2020-04-17,500.87,26,2
147,2020-04-17,750.00,28,1
148,2020-04-17,2317.50,28,2
149,2020-04-18,534.65,16,2
150,2020-04-18,65.00,22,2
151,2020-04-18,704.57,41,2
152,2020-04-19,159.09,24,1
153,2020-04-20,2033.44,1,2
154,2020-04-20,52.63,7,1
155,2020-04-20,713.51,18,2
156,2020-04-21,506.25,5,2
157,2020-04-21,1000.00,45,1
158,2020-04-21,113.31,49,2
159,2020-04-22,166.67,5,1
160,2020-04-22,525.94,7,2
161,2020-04-22,250.00,11,1
162,2020-04-22,189.88,11,2
163,2020-04-22,192.31,12,1
164,2020-04-22,534.65,16,2
165,2020-04-22,704.57,41,2
166,2020-04-23,166.67,5,1
167,2020-04-23,525.94,7,2
168,2020-04-23,100.00,22,1
169,2020-04-23,159.09,24,1
170,2020-04-23,296.88,27,2
171,2020-04-23,296.88,27,2
172,2020-04-24,862.50,12,2
173,2020-04-24,168.95,14,2
174,2020-04-24,296.88,27,2
175,2020-04-24,1250.00,51,1
176,2020-04-26,1518.75,17,2
177,2020-04-26,634.92,24,2
178,2020-04-26,3500.00,43,1
179,2020-04-26,383.02,48,2
180,2020-04-27,912.50,4,2
181,2020-04-27,41.67,6,1
182,2020-04-27,1750.00,13,2
183,2020-04-27,1166.67,19,1
184,2020-04-27,500.87,26,2
185,2020-04-27,704.57,41,2
186,2020-04-27,227.27,42,1
187,2020-04-28,912.50,4,2
188,2020-04-28,148.66,6,2
189,2020-04-28,52.63,7,1
190,2020-04-28,500.87,26,2
191,2020-04-28,2317.50,28,2
192,2020-04-28,222.22,44,1
193,2020-04-29,506.25,5,2
194,2020-04-29,250.00,13,1
195,2020-04-29,2082.50,15,2
196,2020-04-29,65.27,23,2
197,2020-04-29,1080.00,44,2
198,2020-04-29,434.00,53,2
199,2020-04-30,750.00,2,1
200,2020-04-30,226.41,3,2
201,2020-04-30,160.00,18,1
202,2020-04-30,713.51,18,2
203,2020-04-30,901.25,19,2
204,2020-04-30,65.27,23,2
205,2020-04-30,559.38,52,2
206,2020-05-01,490.54,21,2
207,2020-05-01,1513.13,29,2
208,2020-05-01,11.76,34,1
209,2020-05-01,1380.00,55,2
210,2020-05-02,226.41,3,2
